State,District,Market,Commodity,Variety,Grade,Arrival_Date,Year,Month,Day,Season,Rainfall_mm,Temperature_C,Humidity_percent,Min_Price,Max_Price,Modal_Price
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,06/09/2026,2026,9,6,Monsoon,118.0,28.7,61.6,6986.3,7096.2,7040.9
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,07/06/2026,2026,6,7,Monsoon,112.6,33.0,65.9,7058.4,7180.5,7120.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,07/12/2025,2025,12,7,Winter,18.1,20.1,45.6,4585.4,4706.7,4633.6
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,08/02/2026,2026,2,8,Winter,18.3,21.0,51.6,4894.1,5092.7,5019.7
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,08/03/2026,2026,3,8,Summer,15.4,23.5,52.2,5417.3,5843.7,5640.6
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,09/08/2026,2026,8,9,Monsoon,131.5,33.4,69.3,7452.9,7757.6,7609.4
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,09/11/2025,2025,11,9,Post-Monsoon,20.7,20.6,44.7,4984.7,5242.8,5090.7
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,10/05/2026,2026,5,10,Summer,5.2,35.0,47.5,5640.8,5918.1,5775.5
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,11/01/2026,2026,1,11,Winter,18.6,21.7,46.3,4842.6,5089.8,4963.6
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,12/04/2026,2026,4,12,Summer,12.9,26.8,47.4,5384.4,5644.3,5496.7
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,12/07/2026,2026,7,12,Monsoon,223.4,33.9,79.7,7387.0,7785.6,7595.2
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,12/10/2025,2025,10,12,Post-Monsoon,28.3,28.9,51.5,4893.3,5078.9,5003.1
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,13/09/2026,2026,9,13,Monsoon,103.2,29.7,57.8,7005.6,7202.6,7110.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,14/06/2026,2026,6,14,Monsoon,124.7,33.0,64.2,7193.1,7428.5,7312.6
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,14/12/2025,2025,12,14,Winter,9.3,20.1,46.0,4720.2,4972.3,4815.3
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,15/02/2026,2026,2,15,Winter,11.1,22.3,50.1,4730.6,4925.9,4818.5
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,15/03/2026,2026,3,15,Summer,17.0,20.6,43.2,5558.2,5876.0,5685.7
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,16/08/2026,2026,8,16,Monsoon,223.2,36.0,79.9,7297.4,7587.1,7442.4
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,16/11/2025,2025,11,16,Post-Monsoon,60.1,22.4,56.2,4901.7,5300.6,5104.7
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,17/05/2026,2026,5,17,Summer,5.8,33.4,47.0,5197.6,5309.8,5249.3
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,18/01/2026,2026,1,18,Winter,15.2,17.0,48.0,4696.5,4999.8,4842.7
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,19/04/2026,2026,4,19,Summer,1.5,26.1,47.3,5586.5,5776.1,5665.8
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,19/07/2026,2026,7,19,Monsoon,216.8,35.1,82.9,7136.6,7349.6,7239.1
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,19/10/2025,2025,10,19,Post-Monsoon,68.4,27.8,57.5,5212.9,5346.5,5273.9
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,20/09/2026,2026,9,20,Monsoon,107.8,32.5,59.6,7058.0,7216.0,7129.8
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,21/06/2026,2026,6,21,Monsoon,212.5,31.9,78.8,7238.4,7406.1,7315.8
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,21/12/2025,2025,12,21,Winter,18.3,18.0,44.7,4386.0,4582.8,4481.7
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,22/02/2026,2026,2,22,Winter,4.3,21.1,48.9,4934.1,5180.4,5079.5
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,22/03/2026,2026,3,22,Summer,13.0,24.1,45.5,5589.7,5884.8,5745.8
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,23/08/2026,2026,8,23,Monsoon,84.1,34.8,57.3,6315.1,6437.4,6376.3
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,23/11/2025,2025,11,23,Post-Monsoon,74.2,21.6,54.0,5306.3,5598.5,5486.8
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,24/05/2026,2026,5,24,Summer,3.9,28.8,41.4,5349.6,5492.4,5410.9
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,25/01/2026,2026,1,25,Winter,15.8,16.5,48.8,4641.0,4839.5,4761.3
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,26/04/2026,2026,4,26,Summer,15.5,26.2,50.5,5425.4,5716.6,5536.2
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,26/07/2026,2026,7,26,Monsoon,147.5,36.5,70.2,6960.7,7283.6,7127.3
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,26/10/2025,2025,10,26,Post-Monsoon,32.4,27.4,50.6,4966.6,5152.6,5061.4
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,28/06/2026,2026,6,28,Monsoon,191.7,36.4,74.1,7858.1,8127.9,7987.3
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,28/12/2025,2025,12,28,Winter,13.6,21.7,47.6,4829.9,4977.0,4887.7
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,29/03/2026,2026,3,29,Summer,14.9,22.9,48.0,5202.2,5515.1,5358.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,30/08/2026,2026,8,30,Monsoon,116.5,35.8,62.4,6943.3,7222.1,7101.1
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,30/11/2025,2025,11,30,Post-Monsoon,69.6,23.5,55.8,5300.5,5670.1,5441.3
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,31/05/2026,2026,5,31,Summer,5.3,30.3,43.6,5479.0,5614.9,5547.8
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,01/02/2026,2026,2,1,Winter,15.5,20.5,47.3,5377.4,5615.7,5509.3
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2026,2026,3,1,Summer,12.6,25.1,44.4,6664.6,6850.3,6756.3
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,02/08/2026,2026,8,2,Monsoon,154.0,33.7,66.0,8846.2,9104.1,8939.6
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,02/11/2025,2025,11,2,Post-Monsoon,72.9,26.5,55.1,6156.5,6401.1,6271.7
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,03/05/2026,2026,5,3,Summer,18.2,31.4,49.4,6608.4,6799.6,6704.9
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,04/01/2026,2026,1,4,Winter,18.5,20.8,47.4,5602.4,5903.8,5776.4
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,05/04/2026,2026,4,5,Summer,12.0,28.1,51.5,6387.0,6700.4,6534.9
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,05/07/2026,2026,7,5,Monsoon,217.6,36.3,79.6,8857.3,9017.7,8929.2
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,05/10/2025,2025,10,5,Post-Monsoon,34.2,27.5,44.3,5684.1,5965.0,5834.5
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,06/09/2026,2026,9,6,Monsoon,233.8,30.3,84.1,9153.0,9374.8,9247.3
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,07/06/2026,2026,6,7,Monsoon,229.8,35.4,81.6,9927.0,10053.5,9987.2
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,07/12/2025,2025,12,7,Winter,0.1,20.3,40.4,5255.8,5443.7,5370.5
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,08/02/2026,2026,2,8,Winter,16.5,22.2,45.2,5475.1,5812.2,5610.6
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,08/03/2026,2026,3,8,Summer,7.8,23.7,49.5,6339.3,6451.1,6398.7
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,09/08/2026,2026,8,9,Monsoon,152.3,31.4,76.0,8598.9,8742.3,8671.5
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,09/11/2025,2025,11,9,Post-Monsoon,69.2,26.1,64.3,6449.1,6705.7,6573.1
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,10/05/2026,2026,5,10,Summer,0.9,30.1,49.8,6495.0,6747.6,6641.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,11/01/2026,2026,1,11,Winter,10.1,19.1,43.7,5763.1,5948.9,5859.2
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,12/04/2026,2026,4,12,Summer,17.3,27.8,44.1,6351.9,6674.3,6479.6
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,12/07/2026,2026,7,12,Monsoon,212.1,38.2,76.9,8884.4,9200.5,9062.1
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,12/10/2025,2025,10,12,Post-Monsoon,30.9,27.7,50.2,5855.3,6081.5,5980.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,13/09/2026,2026,9,13,Monsoon,226.3,33.5,82.0,9841.4,10006.0,9921.1
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,14/06/2026,2026,6,14,Monsoon,122.8,32.8,62.6,8496.3,8694.4,8601.9
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,14/12/2025,2025,12,14,Winter,13.6,21.8,44.4,5384.2,5646.3,5484.3
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,15/02/2026,2026,2,15,Winter,5.9,18.9,45.6,5215.1,5498.1,5392.9
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,15/03/2026,2026,3,15,Summer,2.6,24.4,43.0,6454.9,6658.8,6583.7
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,16/08/2026,2026,8,16,Monsoon,145.4,34.8,69.2,8648.8,8825.9,8750.9
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,16/11/2025,2025,11,16,Post-Monsoon,67.3,22.0,52.3,5819.5,6000.5,5903.5
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,17/05/2026,2026,5,17,Summer,7.8,30.9,47.2,6176.4,6468.7,6309.6
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,18/01/2026,2026,1,18,Winter,1.3,18.1,44.5,5319.4,5697.2,5546.5
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,19/04/2026,2026,4,19,Summer,3.2,27.7,43.5,6618.2,6795.4,6702.1
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,19/07/2026,2026,7,19,Monsoon,237.8,36.2,82.1,8855.7,9174.4,9043.6
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,19/10/2025,2025,10,19,Post-Monsoon,34.8,24.7,49.5,5930.2,6085.7,6019.1
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,20/09/2026,2026,9,20,Monsoon,154.9,34.1,71.2,8724.1,8894.1,8813.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,21/06/2026,2026,6,21,Monsoon,160.5,34.3,68.1,8239.1,8564.3,8358.2
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,21/12/2025,2025,12,21,Winter,0.9,23.1,39.2,5786.3,6165.6,6009.8
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,22/02/2026,2026,2,22,Winter,6.6,18.1,42.5,5596.2,5925.8,5734.2
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,22/03/2026,2026,3,22,Summer,1.9,23.8,43.3,5844.9,6207.2,6046.7
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,23/08/2026,2026,8,23,Monsoon,102.5,35.1,65.5,8676.6,8813.8,8753.3
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,23/11/2025,2025,11,23,Post-Monsoon,68.2,18.4,53.9,6209.0,6329.7,6257.9
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,24/05/2026,2026,5,24,Summer,15.3,31.6,43.8,6373.9,6557.9,6447.4
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,25/01/2026,2026,1,25,Winter,5.2,19.0,51.1,5755.7,6175.2,5970.1
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,26/04/2026,2026,4,26,Summer,19.7,26.7,45.4,6459.2,6607.5,6520.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,26/07/2026,2026,7,26,Monsoon,87.8,36.6,62.7,7832.1,8063.3,7971.6
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,26/10/2025,2025,10,26,Post-Monsoon,63.8,25.8,57.5,6833.6,7092.1,6946.8
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,28/06/2026,2026,6,28,Monsoon,174.1,36.4,73.1,8651.9,8913.6,8811.3
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,28/12/2025,2025,12,28,Winter,11.0,16.0,48.3,5394.3,5582.9,5502.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,29/03/2026,2026,3,29,Summer,9.9,22.6,42.2,6498.5,6671.9,6579.8
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,30/08/2026,2026,8,30,Monsoon,201.7,33.8,80.9,9020.5,9219.1,9109.7
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,30/11/2025,2025,11,30,Post-Monsoon,44.6,22.5,56.1,6010.9,6182.0,6086.7
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,31/05/2026,2026,5,31,Summer,7.1,33.0,45.5,6451.3,6713.2,6562.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,01/02/2026,2026,2,1,Winter,2.1,20.1,46.3,5392.6,5534.9,5451.7
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2026,2026,3,1,Summer,15.6,23.1,50.2,6632.5,6803.2,6713.7
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,02/08/2026,2026,8,2,Monsoon,230.3,33.8,87.4,8900.9,9208.9,9049.4
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,02/11/2025,2025,11,2,Post-Monsoon,52.7,24.4,55.5,6169.8,6413.5,6297.2
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,03/05/2026,2026,5,3,Summer,8.3,30.1,47.1,6554.9,6859.0,6722.6
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,04/01/2026,2026,1,4,Winter,0.2,18.2,45.5,5497.4,5710.5,5575.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,05/04/2026,2026,4,5,Summer,10.9,29.0,53.9,6163.9,6373.5,6262.4
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,05/07/2026,2026,7,5,Monsoon,160.3,34.1,69.9,8585.4,8804.2,8678.9
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,05/10/2025,2025,10,5,Post-Monsoon,49.8,25.7,54.4,6373.5,6690.9,6513.6
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,06/09/2026,2026,9,6,Monsoon,124.5,33.0,64.5,8493.8,8693.7,8584.4
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,07/06/2026,2026,6,7,Monsoon,136.1,34.7,70.8,8422.4,8702.2,8570.9
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,07/12/2025,2025,12,7,Winter,5.6,22.0,43.6,5465.2,5589.8,5522.1
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,08/02/2026,2026,2,8,Winter,8.8,20.7,46.6,5829.2,6023.6,5949.1
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,08/03/2026,2026,3,8,Summer,17.5,22.6,44.4,6894.4,7110.3,7016.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,09/08/2026,2026,8,9,Monsoon,121.4,32.7,64.3,7505.4,7777.1,7654.2
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,09/11/2025,2025,11,9,Post-Monsoon,21.4,23.3,46.7,5979.5,6134.1,6033.6
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,10/05/2026,2026,5,10,Summer,17.9,33.7,47.8,6444.5,6815.4,6631.8
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,11/01/2026,2026,1,11,Winter,6.1,19.5,45.8,5460.3,5825.1,5605.3
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,12/04/2026,2026,4,12,Summer,5.4,27.2,47.4,6632.7,6823.3,6734.9
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,12/07/2026,2026,7,12,Monsoon,246.6,33.6,85.9,8627.5,8818.7,8744.4
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,12/10/2025,2025,10,12,Post-Monsoon,21.0,27.0,48.1,5807.1,6188.8,6000.4
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,13/09/2026,2026,9,13,Monsoon,87.1,31.6,57.0,8237.6,8584.5,8401.1
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,14/06/2026,2026,6,14,Monsoon,147.3,34.2,67.9,9328.6,9538.2,9427.1
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,14/12/2025,2025,12,14,Winter,2.1,19.5,41.3,5134.6,5326.7,5242.5
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,15/02/2026,2026,2,15,Winter,11.1,22.7,52.5,5744.7,5960.1,5849.5
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,15/03/2026,2026,3,15,Summer,11.4,23.0,44.6,6438.3,6758.4,6563.8
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,16/08/2026,2026,8,16,Monsoon,118.5,35.3,60.2,8438.3,8614.6,8511.4
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,16/11/2025,2025,11,16,Post-Monsoon,70.7,20.6,55.2,6164.8,6421.3,6326.6
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,17/05/2026,2026,5,17,Summer,8.9,32.3,49.3,6225.4,6522.6,6379.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,18/01/2026,2026,1,18,Winter,12.9,20.6,50.6,5711.9,5908.0,5809.8
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,19/04/2026,2026,4,19,Summer,3.8,28.2,46.0,6725.6,6913.5,6825.7
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,19/07/2026,2026,7,19,Monsoon,144.0,35.6,66.4,8211.9,8410.7,8300.8
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,19/10/2025,2025,10,19,Post-Monsoon,59.4,27.5,48.6,5787.2,6037.6,5925.5
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,20/09/2026,2026,9,20,Monsoon,166.5,28.7,65.6,8140.6,8416.2,8267.4
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,21/06/2026,2026,6,21,Monsoon,162.0,34.0,68.2,8812.8,9044.9,8921.8
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,21/12/2025,2025,12,21,Winter,14.8,21.3,44.1,5794.9,6051.9,5934.3
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,22/02/2026,2026,2,22,Winter,15.2,20.0,46.4,5364.1,5657.9,5520.7
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,22/03/2026,2026,3,22,Summer,18.2,22.2,45.9,6087.0,6425.8,6223.4
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,23/08/2026,2026,8,23,Monsoon,86.3,34.5,62.1,8040.2,8328.7,8181.9
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,23/11/2025,2025,11,23,Post-Monsoon,45.1,21.9,47.6,5934.7,6129.3,6035.9
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,24/05/2026,2026,5,24,Summer,4.3,30.2,48.6,6092.3,6498.3,6320.2
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,25/01/2026,2026,1,25,Winter,6.6,20.6,47.2,4946.4,5257.8,5081.2
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,26/04/2026,2026,4,26,Summer,8.8,29.9,47.7,7260.6,7508.0,7376.4
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,26/07/2026,2026,7,26,Monsoon,206.2,38.7,78.7,9161.5,9435.9,9307.2
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,26/10/2025,2025,10,26,Post-Monsoon,32.1,28.5,52.6,5999.7,6173.8,6082.7
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,28/06/2026,2026,6,28,Monsoon,223.1,34.3,78.8,9957.2,10178.0,10077.8
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,28/12/2025,2025,12,28,Winter,13.4,19.2,50.8,5234.7,5599.8,5425.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,29/03/2026,2026,3,29,Summer,17.2,22.1,46.6,6474.9,6743.7,6571.4
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,30/08/2026,2026,8,30,Monsoon,128.7,33.2,63.5,8732.1,8924.9,8812.2
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,30/11/2025,2025,11,30,Post-Monsoon,44.7,24.6,50.8,6218.5,6447.9,6348.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,31/05/2026,2026,5,31,Summer,17.7,33.3,47.4,6207.2,6393.7,6292.5
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Onion,Bellary,Local,01/02/2026,2026,2,1,Winter,14.3,21.4,47.9,5644.5,5818.9,5718.2
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2026,2026,3,1,Summer,7.6,23.4,48.8,6864.1,7171.0,7011.1
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Onion,Bellary,Local,02/08/2026,2026,8,2,Monsoon,241.3,32.8,85.2,9197.8,9395.4,9301.3
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Onion,Bellary,Local,02/11/2025,2025,11,2,Post-Monsoon,46.3,21.9,50.9,6427.3,6580.5,6484.3
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Onion,Bellary,Local,03/05/2026,2026,5,3,Summer,11.6,30.8,48.2,7191.4,7348.3,7291.5
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Onion,Bellary,Local,04/01/2026,2026,1,4,Winter,4.2,16.6,47.5,5775.5,6042.1,5893.6
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Onion,Bellary,Local,05/04/2026,2026,4,5,Summer,6.0,26.9,49.4,6873.6,7096.5,6997.5
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Onion,Bellary,Local,05/07/2026,2026,7,5,Monsoon,189.9,34.3,77.1,9940.0,10138.0,10029.0
